Date,Content,Video title,Video publish time,Duration,Views from playlist
2022-09-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-09-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-10-31,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-11-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2022-12-31,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-01-31,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-02-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,1
2023-03-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-10,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-11,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-12,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-13,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-14,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-15,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-16,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-17,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-18,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-19,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-20,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-21,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-22,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-23,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-24,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-25,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,1
2023-03-26,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-27,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-28,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,1
2023-03-29,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,2
2023-03-30,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-03-31,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-01,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-02,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-03,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-04,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-05,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-06,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-07,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-08,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
2023-04-09,ChR_0_zmQwk,CRRESS Session 4: Reproducibility and confidential or proprietary data: can it be done?,"Jan 22, 2023",3476,0
